,Screen Name,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
143,CBS,Wed Apr 04 18:02:13 +0000 2018,RT @TVLine: #LifeInPieces Sneak Peek: Sophia and Her Stuffed Toys Stage a Musical Protest https://t.co/r16SLZlZPc,-0.25,0.0,0.133,0.867,45
144,CBS,Tue Apr 03 23:00:00 +0000 2018,Whose catchy tune will take Song Of The Year at the 53rd #ACMawards? Give it up for the four nominees -… https://t.co/R9MtUNZtsw,0.0,0.0,0.0,1.0,46
145,CBS,Tue Apr 03 21:00:02 +0000 2018,"Here's everything you need to know before tuning into Elton John: I'm Still Standing - A GRAMMY® Salute on Tuesday,… https://t.co/C8fiKl4j98",0.0,0.0,0.0,1.0,47
146,CBS,Tue Apr 03 18:00:00 +0000 2018,"In just one week, @eltonofficial and today's hottest stars in music will join together to celebrate Elton's countle… https://t.co/ACQGHNWz8u",0.71,0.258,0.0,0.742,48
147,CBS,Tue Apr 03 05:17:01 +0000 2018,Tonight we #LightItUpBlue for greater understanding and acceptance. CBS supports #WorldAutismAwarenessDay by lighti… https://t.co/hBAXcDvP4r,0.791,0.421,0.0,0.579,49
148,CBS,Mon Apr 02 17:30:00 +0000 2018,No one does it quite like @eltonofficial. The artist himself will belt out some of his chart-topping hits on Elton… https://t.co/ckY4bUvTXI,0.151,0.116,0.092,0.792,50
149,CBS,Sun Apr 01 17:00:03 +0000 2018,The Las Vegas strip is about to light up brighter than ever before when Country Music’s Party Of The Year® takes ov… https://t.co/j1A2ZVHAoO,0.649,0.202,0.0,0.798,51
150,CBS,Sat Mar 31 18:00:00 +0000 2018,"“If you don’t do something about it, then who are you? … It can happen to anyone.” - @aplusk 

Tonight at 10/9c, a… https://t.co/EQabNc1UZI",0.0,0.0,0.0,1.0,52
151,CBS,Sat Mar 31 15:30:00 +0000 2018,Give it up for @KelseaBallerini! This star is one of the Female Vocalist Of The Year nominees and she's ready to ta… https://t.co/wLyHwkEGs2,0.42,0.113,0.0,0.887,53
152,CBS,Fri Mar 30 16:50:00 +0000 2018,Take and post a photo of the woman in your life who inspires you! The photo should only have one person against a n… https://t.co/BHdxXlWfKP,0.493,0.127,0.0,0.873,54
153,CBS,Thu Mar 29 17:32:40 +0000 2018,"Expect epic performances by @kanebrown , @kelly_clarkson, @OfficialJackson, and more at this year's 53rd #ACMawards… https://t.co/3yso7Z0cjv",0.0,0.0,0.0,1.0,55
154,CBS,Thu Mar 29 17:30:02 +0000 2018,"Will @HIGHVALLEY, @LancoMusic, @LOCASHmusic, @MidlandOfficial, or @runawayjune be named New Vocal Duo Or Group Of T… https://t.co/v0QIPLC47R",0.0,0.0,0.0,1.0,56
155,CBS,Tue Mar 27 21:00:01 +0000 2018,Count on Entertainer Of The Year nominee @LukeBryanOnline to crash the party with an epic performance at the 53rd… https://t.co/27ua60HTqu,0.382,0.212,0.108,0.68,57
156,CBS,Tue Mar 27 17:00:00 +0000 2018,Join @eltonofficial and some of today's hottest names in music when they take the stage to perform his most memorab… https://t.co/jz0jaShZIj,0.296,0.099,0.0,0.901,58
157,CBS,Mon Mar 26 22:14:25 +0000 2018,"RT @ACMawards: The ACM for New Vocal Group of the Year goes to @MidlandOfficial! And yes, that really was @Reba on the phone! #ACMawards ht…",0.508,0.12,0.0,0.88,59
158,CBS,Mon Mar 26 20:42:48 +0000 2018,"RT @ACMawards: In case you didn’t know, the ACM for New Male Vocalist of the Year goes to @BrettYoungMusic. Check out his reaction when @Re…",0.0,0.0,0.0,1.0,60
159,CBS,Mon Mar 26 16:59:19 +0000 2018,RT @ACMawards: Over the weekend @Reba called the ACM New Artist of the Year winners to let them know they had won! Let’s just say our New F…,0.796,0.214,0.0,0.786,61
160,CBS,Mon Mar 26 16:05:18 +0000 2018,"Congratulations to the 53rd #ACMawards New Artist winners @Lauren_Alaina, @MidlandOfficial, and @BrettYoungMusic! W… https://t.co/Fr8H4arwGj",0.807,0.378,0.0,0.622,62
161,CBS,Sun Mar 25 23:57:34 +0000 2018,New start times in East/Central Time Zones #60Minutes 7:35ET/6:35CT #Instinct  8:35ET/7:35CT #NCISLA 9:35ET/8:35CT… https://t.co/8W5hAeLrvs,0.0,0.0,0.0,1.0,63
162,CBS,Sun Mar 25 17:15:25 +0000 2018,Don’t miss a minute of the action. Stream the Elite Eight® games LIVE today starting at 2PM ET with a FREE trial of… https://t.co/8NwU8HdiHR,0.532,0.157,0.062,0.78,64
163,CBS,Sat Mar 24 22:46:53 +0000 2018,RT @MomCBS: That's a wrap on the #Mom panel at #PaleyFest! Thanks for following along! https://t.co/we4JgqPt6P,0.54,0.199,0.0,0.801,65
164,CBS,Sat Mar 24 22:46:43 +0000 2018,RT @MomCBS: A fan just commented that #Mom helped bring him out of a deep depression. ??? #PaleyFest,-0.34,0.115,0.185,0.7,66
165,CBS,Sat Mar 24 22:25:03 +0000 2018,"RT @MomCBS: ""Go out for it anyway. If you're good for the role, you're good for the role."" @theJaimePressly's advice for aspiring actors wi…",0.7,0.209,0.0,0.791,67
166,CBS,Sat Mar 24 22:21:37 +0000 2018,RT @MomCBS: Mom Co-Creator @GemmaRBaker just pointed out her own #Mom in the audience at #PaleyFest! ?,0.0,0.0,0.0,1.0,68
167,CBS,Sat Mar 24 22:21:34 +0000 2018,"RT @MomCBS: ""I'm not someone in recovery who goes to AA, but I have taken so much away from it...to take one day at a time."" - @theJaimePre…",0.0,0.0,0.0,1.0,69
168,CBS,Sat Mar 24 22:21:26 +0000 2018,"RT @MomCBS: ""You get to appreciate working with such talented people."" - @AnnaKFaris #Mom #PaleyFest",0.718,0.333,0.0,0.667,70
169,CBS,Sat Mar 24 22:21:23 +0000 2018,RT @MomCBS: “I love this job. I love working with these women. I love working in front of the live audience… It’s alive and it’s fun.” - @A…,0.945,0.42,0.0,0.58,71
170,CBS,Sat Mar 24 20:00:02 +0000 2018,"Get on your feet for @Jason_Aldean, @ThomasRhett, @ChrisStapleton, @KeithUrban, and @ChrisYoungMusic, the five nomi… https://t.co/oT5ogjdj4x",0.0,0.0,0.0,1.0,72
171,CBS,Fri Mar 23 22:33:52 +0000 2018,Get ready for some sweet games! Stream #5 Clemson vs #1 Kansas LIVE at 7PM ET and #11 Syracuse vs #2 Duke LIVE at 9… https://t.co/4WstgrKNnW,0.7,0.194,0.0,0.806,73
172,CBS,Fri Mar 23 22:33:04 +0000 2018,RT @SEALTeamCBS: In honor of #NationalPuppyDay... ? #SEALTeam https://t.co/4mIZPpiRlU,0.494,0.314,0.0,0.686,74
173,CBS,Fri Mar 23 22:32:48 +0000 2018,"RT @HawaiiFive0CBS: Nothing like a man and his dog! ?? Happy #NationalPuppyDay to Eddie, the best pup on the Five-0 Task Force! #H50 https:…",0.9,0.355,0.0,0.645,75
174,CBS,Thu Mar 22 22:10:29 +0000 2018,Game on! 16 teams left and the race to the finish continues tonight. Stream #11 Loyola-Chicago vs #7 Nevada LIVE at… https://t.co/W374rmzzoC,0.0,0.0,0.0,1.0,76
175,CBS,Thu Mar 22 20:52:02 +0000 2018,Save the date! These are season finales you do NOT want to miss. RT if you're excited! https://t.co/UUQoWsPPSh https://t.co/cDl4WmxMtU,0.708,0.311,0.066,0.623,77
176,CBS,Thu Mar 22 00:23:38 +0000 2018,Congratulations to all of the @CBSDaytime nominees for the #DaytimeEmmys! See the full list of #DaytimeEmmy nominee… https://t.co/ivJVJWvfsf,0.636,0.198,0.0,0.802,78
177,CBS,Wed Mar 21 18:00:01 +0000 2018,Female Vocalist Of The Year nominee @MarenMorris will show her fans how it’s done when she takes the stage to showc… https://t.co/PITjmAoFT8,0.0,0.0,0.0,1.0,79
178,CBS,Tue Mar 20 20:00:01 +0000 2018,The legendary @Reba returns to host the 53rd #ACMawards and she’s proving just how comfortable she is behind the mi… https://t.co/XPXcSPRXqC,0.511,0.142,0.0,0.858,80
179,CBS,Tue Mar 20 17:58:43 +0000 2018,RT @nancyodell: Told my daughter I'd be presenting at @ACMawards again this year. (Woot woot!We both luv country music!)She took this pic o…,0.0,0.0,0.0,1.0,81
180,CBS,Tue Mar 20 16:52:42 +0000 2018,RT @ladyantebellum: Ecstatic to announce we'll be performing at the #ACMawards in Las Vegas again this year! https://t.co/Qfhs94j6FR,0.556,0.174,0.0,0.826,82
181,CBS,Tue Mar 20 16:11:00 +0000 2018,"Country superstars @kennychesney, @ladyantebellum, @blakeshelton, and @KeithUrban have just been added to the stell… https://t.co/bJ4If7MacP",0.0,0.0,0.0,1.0,83
182,CBS,Mon Mar 19 21:02:26 +0000 2018,"RT @YandR_CBS: Forever evolving, Forever inspiring, Forever Young and Restless. ?? Get ready to celebrate 45 years of #YR starting in just…",0.784,0.309,0.072,0.619,84
183,CBS,Sun Mar 18 23:44:30 +0000 2018,New start times in East/Central Time Zones: #60Minutes 7:37ET/6:37CT #Instinct series premiere 8:37ET/7:37CT… https://t.co/xT3YKqmu2M,0.0,0.0,0.0,1.0,85
184,CBS,Sun Mar 18 18:05:43 +0000 2018,Spend your Sunday streaming Second Round games LIVE with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/zbWfirD9Ju,0.651,0.213,0.0,0.787,86
185,CBS,Sun Mar 18 17:09:53 +0000 2018,"RT @instinctcbs: TONIGHT, Dr. Dylan Reinhart rewrites the book on abnormal behavior. Don't miss the premiere of #Instinct at 8/7c! https://…",0.187,0.08,0.0,0.92,87
186,CBS,Sat Mar 17 19:00:02 +0000 2018,"If any duo knows how to rock the stage, it's @FLAGALine. The Vocal Duo Of The Year nominee will perform live at the… https://t.co/FknabB8NQp",0.0,0.0,0.0,1.0,88
187,CBS,Sat Mar 17 17:42:43 +0000 2018,How is your bracket looking after last night? Stream Second Round games LIVE today with a FREE trial of CBS All Acc… https://t.co/25JlIpgwog,0.617,0.161,0.0,0.839,89
188,CBS,Sat Mar 17 14:00:03 +0000 2018,Where better to spend #StPatricksDay than the place everybody knows your name? It’s just your luck that every singl… https://t.co/Fom5wmdENL,0.71,0.247,0.0,0.753,90
189,CBS,Fri Mar 16 22:53:21 +0000 2018,Stars @JakeMcDorman and Nik Dodani will join the cast in the upcoming revival of Murphy Brown coming to CBS.… https://t.co/JCAx29lo0i,0.296,0.104,0.0,0.896,91
190,CBS,Fri Mar 16 18:15:53 +0000 2018,"RT @thegoodfight: Go behind the scenes with costume designer @DanLawsonStyle in ""Behind The Style,"" a new weekly video series all about the…",0.0,0.0,0.0,1.0,92
191,CBS,Fri Mar 16 16:28:40 +0000 2018,The games have just begun! Continue to stream First Round games LIVE today with a FREE trial of CBS All Access:… https://t.co/YTGsJ48zYP,0.651,0.178,0.0,0.822,93
192,CBS,Thu Mar 15 17:54:06 +0000 2018,"RT @TheTalkCBS: You asked, we answered! The fun never ends when the ladies #KeepTalking and answer your fan questions ???? https://t.co/ie1…",0.709,0.237,0.0,0.763,94
193,CBS,Thu Mar 15 17:20:26 +0000 2018,RT @instinctcbs: Dr. Dylan Reinhart is lured back into the field from his life of quiet academia when a certain serial killer makes things…,-0.494,0.077,0.157,0.766,95
194,CBS,Thu Mar 15 16:42:41 +0000 2018,Stream First Round games LIVE today starting at 12PM ET with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/vZow3YD8cb,0.651,0.194,0.0,0.806,96
195,CBS,Thu Mar 15 14:32:16 +0000 2018,RT @CBSSports: It's the most wonderful time of the year. #MarchMadness https://t.co/e4c9qohqSR,0.612,0.266,0.0,0.734,97
196,CBS,Wed Mar 14 19:30:01 +0000 2018,"Give these ladies some love! @Lauren_Alaina, @DBradbery, @carlypearce, and @RaeLynn are nominated for New Female Vo… https://t.co/IVhwURfJ3S",0.67,0.219,0.0,0.781,98
197,CBS,Tue Mar 13 18:48:52 +0000 2018,"RT @ManWithAPlan: Hungry for more #ManWithAPlan bloopers and behind-the-scenes videos featuring cast like @matt_leblanc, @thelizasnyder, @k…",0.361,0.143,0.0,0.857,99
198,CBS,Tue Mar 13 14:15:10 +0000 2018,"Music stars @MileyCyrus, @edsheeran, @ladygaga, and more will honor the legendary @eltonofficial and his hit songs… https://t.co/UzxARCCLnI",0.539,0.179,0.0,0.821,100
199,CBS,Mon Mar 12 18:13:28 +0000 2018,RT @thegoodfight: The verdict is in. The new season of #TheGoodFight is ???! Stream it now on CBS All Access: https://t.co/FkYSNSXlRb https…,0.224,0.083,0.0,0.917,101
200,CNN,Mon Apr 09 18:30:10 +0000 2018,"""Black Panther"" passes ""Titanic"" at the box office on the all-time list of highest grossing films… https://t.co/K3YcmgZUNa",-0.077,0.0,0.075,0.925,2
201,CNN,Mon Apr 09 18:28:00 +0000 2018,A bodyguard for boxing champ Floyd Mayweather is recovering at an Atlanta hospital after being shot in the leg outs… https://t.co/ojVt62HPF5,0.477,0.14,0.0,0.86,3
202,CNN,Mon Apr 09 18:20:11 +0000 2018,"Gassed where they had hidden, Syrian families were killed in minutes.

11 people from one family and eight from ano… https://t.co/01Z01avB0K",-0.67,0.0,0.184,0.816,4
203,CNN,Mon Apr 09 18:10:07 +0000 2018,"David Hogg, one of Marjory Stoneman Douglas High School's most visible student activists, will postpone his first y… https://t.co/oketcR6Acj",-0.226,0.0,0.095,0.905,5
204,CNN,Mon Apr 09 18:00:12 +0000 2018,"Illinois Democratic Sen. Tammy Duckworth gave birth to a baby girl Monday, her office announced, the first US senat… https://t.co/G8vl4Vc2CV",0.0,0.0,0.0,1.0,6
205,CNN,Mon Apr 09 17:56:36 +0000 2018,"RT @CNNPolitics: Sen. Bill Nelson: If we don’t act on Facebook, “none of us are going to have any privacy anymore” https://t.co/j2vKcfuFuo",0.0,0.0,0.0,1.0,7
206,CNN,Mon Apr 09 17:50:03 +0000 2018,The federal government's top voice on ethics sent a letter to the EPA outlining areas of concern regarding agency c… https://t.co/GQcZs2YBFN,0.202,0.087,0.0,0.913,8
207,CNN,Mon Apr 09 17:40:10 +0000 2018,"Voters in Anchorage, Alaska, narrowly reject a proposal to restrict bathroom access for transgender people, the fir… https://t.co/1XDALjEFwm",-0.649,0.0,0.261,0.739,9
208,CNN,Mon Apr 09 17:30:07 +0000 2018,"Why Rick Scott's Senate candidacy is very, very good news for Republicans | Analysis by @CillizzaCNN… https://t.co/pGpb2HfJQz",0.538,0.188,0.0,0.812,10
209,CNN,Mon Apr 09 17:20:12 +0000 2018,"Just before Bill Cosby walked into court Monday morning, a topless protester with ""Cosby rapist"" and women's names… https://t.co/dEBpuMfsbD",-0.71,0.0,0.224,0.776,11
210,CNN,Mon Apr 09 17:10:08 +0000 2018,The stock market can't figure out President Trump's trade policy https://t.co/HAB2bsxco0 https://t.co/UoCsLTvhKE,0.0,0.0,0.0,1.0,12
211,CNN,Mon Apr 09 17:00:12 +0000 2018,Pope Francis says helping the poor and migrants is as important as opposing abortion https://t.co/B9rmyQdHgS https://t.co/XtVV4kelqz,-0.026,0.199,0.154,0.647,13
212,CNN,Mon Apr 09 16:51:12 +0000 2018,At least 23 schoolchildren were among those killed Monday in northern India after their bus skidded off the road an… https://t.co/67yfiJaJxX,-0.67,0.0,0.184,0.816,14
213,CNN,Mon Apr 09 16:43:03 +0000 2018,Some Facebook users can now see whether their data may have been obtained by political data firm Cambridge Analytic… https://t.co/HFVSiXVeK4,0.0,0.0,0.0,1.0,15
214,CNN,Mon Apr 09 16:36:26 +0000 2018,Mark Zuckerberg has a clear message for Congress in the wake of the Cambridge Analytica scandal: It's my fault:… https://t.co/sl6PxaHXyO,-0.077,0.116,0.129,0.756,16
215,CNN,Mon Apr 09 16:24:03 +0000 2018,"President Trump strongly condemns the ""atrocious"" chemical weapons attack in Syria and says a decision on US action… https://t.co/wBVvORqpm0",-0.802,0.083,0.366,0.551,17
216,CNN,Mon Apr 09 16:15:27 +0000 2018,"Does Putin bear responsibility for the suspected chemical attack in Syria?

President Trump: “He may, yeah, he may.… https://t.co/tmDaXti97p",-0.422,0.095,0.216,0.69,18
217,CNN,Mon Apr 09 16:06:04 +0000 2018,President Trump: “We’ll be making some major decisions over the next 24 to 48 hours” on a US response to the suspec… https://t.co/iSTwBp9FOX,0.0,0.0,0.0,1.0,19
218,CNN,Mon Apr 09 16:00:37 +0000 2018,"President Trump condemns the “heinous attack” on Syrian civilians: “This is about humanity... If it’s Russia, if it… https://t.co/vQxuUYgOo0",-0.511,0.0,0.155,0.845,20
219,CNN,Mon Apr 09 15:51:28 +0000 2018,"Facebook CEO Mark Zuckerberg is on Capitol Hill to meet with lawmakers, including members of committees holding hea… https://t.co/vTmwxfTEHS",0.0,0.0,0.0,1.0,21
220,CNN,Mon Apr 09 18:30:10 +0000 2018,"""Black Panther"" passes ""Titanic"" at the box office on the all-time list of highest grossing films… https://t.co/K3YcmgZUNa",-0.077,0.0,0.075,0.925,22
221,CNN,Mon Apr 09 18:28:00 +0000 2018,A bodyguard for boxing champ Floyd Mayweather is recovering at an Atlanta hospital after being shot in the leg outs… https://t.co/ojVt62HPF5,0.477,0.14,0.0,0.86,23
222,CNN,Mon Apr 09 18:20:11 +0000 2018,"Gassed where they had hidden, Syrian families were killed in minutes.

11 people from one family and eight from ano… https://t.co/01Z01avB0K",-0.67,0.0,0.184,0.816,24
223,CNN,Mon Apr 09 18:10:07 +0000 2018,"David Hogg, one of Marjory Stoneman Douglas High School's most visible student activists, will postpone his first y… https://t.co/oketcR6Acj",-0.226,0.0,0.095,0.905,25
224,CNN,Mon Apr 09 18:00:12 +0000 2018,"Illinois Democratic Sen. Tammy Duckworth gave birth to a baby girl Monday, her office announced, the first US senat… https://t.co/G8vl4Vc2CV",0.0,0.0,0.0,1.0,26
225,CNN,Mon Apr 09 17:56:36 +0000 2018,"RT @CNNPolitics: Sen. Bill Nelson: If we don’t act on Facebook, “none of us are going to have any privacy anymore” https://t.co/j2vKcfuFuo",0.0,0.0,0.0,1.0,27
226,CNN,Mon Apr 09 17:50:03 +0000 2018,The federal government's top voice on ethics sent a letter to the EPA outlining areas of concern regarding agency c… https://t.co/GQcZs2YBFN,0.202,0.087,0.0,0.913,28
227,CNN,Mon Apr 09 17:40:10 +0000 2018,"Voters in Anchorage, Alaska, narrowly reject a proposal to restrict bathroom access for transgender people, the fir… https://t.co/1XDALjEFwm",-0.649,0.0,0.261,0.739,29
228,CNN,Mon Apr 09 17:30:07 +0000 2018,"Why Rick Scott's Senate candidacy is very, very good news for Republicans | Analysis by @CillizzaCNN… https://t.co/pGpb2HfJQz",0.538,0.188,0.0,0.812,30
229,CNN,Mon Apr 09 17:20:12 +0000 2018,"Just before Bill Cosby walked into court Monday morning, a topless protester with ""Cosby rapist"" and women's names… https://t.co/dEBpuMfsbD",-0.71,0.0,0.224,0.776,31
230,CNN,Mon Apr 09 17:10:08 +0000 2018,The stock market can't figure out President Trump's trade policy https://t.co/HAB2bsxco0 https://t.co/UoCsLTvhKE,0.0,0.0,0.0,1.0,32
231,CNN,Mon Apr 09 17:00:12 +0000 2018,Pope Francis says helping the poor and migrants is as important as opposing abortion https://t.co/B9rmyQdHgS https://t.co/XtVV4kelqz,-0.026,0.199,0.154,0.647,33
232,CNN,Mon Apr 09 16:51:12 +0000 2018,At least 23 schoolchildren were among those killed Monday in northern India after their bus skidded off the road an… https://t.co/67yfiJaJxX,-0.67,0.0,0.184,0.816,34
233,CNN,Mon Apr 09 16:43:03 +0000 2018,Some Facebook users can now see whether their data may have been obtained by political data firm Cambridge Analytic… https://t.co/HFVSiXVeK4,0.0,0.0,0.0,1.0,35
234,CNN,Mon Apr 09 16:36:26 +0000 2018,Mark Zuckerberg has a clear message for Congress in the wake of the Cambridge Analytica scandal: It's my fault:… https://t.co/sl6PxaHXyO,-0.077,0.116,0.129,0.756,36
235,CNN,Mon Apr 09 16:24:03 +0000 2018,"President Trump strongly condemns the ""atrocious"" chemical weapons attack in Syria and says a decision on US action… https://t.co/wBVvORqpm0",-0.802,0.083,0.366,0.551,37
236,CNN,Mon Apr 09 16:15:27 +0000 2018,"Does Putin bear responsibility for the suspected chemical attack in Syria?

President Trump: “He may, yeah, he may.… https://t.co/tmDaXti97p",-0.422,0.095,0.216,0.69,38
237,CNN,Mon Apr 09 16:06:04 +0000 2018,President Trump: “We’ll be making some major decisions over the next 24 to 48 hours” on a US response to the suspec… https://t.co/iSTwBp9FOX,0.0,0.0,0.0,1.0,39
238,CNN,Mon Apr 09 16:00:37 +0000 2018,"President Trump condemns the “heinous attack” on Syrian civilians: “This is about humanity... If it’s Russia, if it… https://t.co/vQxuUYgOo0",-0.511,0.0,0.155,0.845,40
239,CNN,Mon Apr 09 15:51:28 +0000 2018,"Facebook CEO Mark Zuckerberg is on Capitol Hill to meet with lawmakers, including members of committees holding hea… https://t.co/vTmwxfTEHS",0.0,0.0,0.0,1.0,41
240,CNN,Mon Apr 09 15:50:06 +0000 2018,"Sean Hannity, who mocked Michelle Obama, says it's wrong to mock Melania Trump | via @CNNopinion… https://t.co/AgR2qL6zuv",-0.802,0.0,0.387,0.613,42
241,CNN,Mon Apr 09 15:40:08 +0000 2018,"Oklahoma teachers continue their walkout for a sixth day today, maintaining their pressure on state legislators for… https://t.co/Jppkmfi74G",-0.542,0.0,0.231,0.769,43
242,CNN,Mon Apr 09 15:30:10 +0000 2018,"Rick Scott is the toughest challenger Bill Nelson has faced for Florida Senate, but Nelson's still a slight favorit… https://t.co/EHq9izkgN9",0.026,0.064,0.059,0.876,44
243,CNN,Mon Apr 09 15:20:12 +0000 2018,What cities and states are doing about guns since the Parkland shooting https://t.co/vngGcWVQF7 https://t.co/9chaUhwhAl,0.0,0.0,0.0,1.0,45
244,CNN,Mon Apr 09 15:12:03 +0000 2018,The FDA worried this drug was risky. Now doctors are concerned about the report of more than 700 deaths in the less… https://t.co/esK5Q2wVDM,-0.459,0.0,0.16,0.84,46
245,CNN,Mon Apr 09 15:07:36 +0000 2018,People from both Canada and the United States are sharing photos of hockey sticks left on porches as a tribute to p… https://t.co/ubUTEoRBxU,0.681,0.219,0.0,0.781,47
246,CNN,Mon Apr 09 15:03:51 +0000 2018,"A disaster was narrowly averted in eastern India on Saturday after a runaway train carrying up to 1,000 passengers… https://t.co/3DeQiqTNRR",-0.66,0.0,0.252,0.748,48
247,CNN,Mon Apr 09 14:47:09 +0000 2018,Prince Harry and Meghan Markle are asking people who wish to send them a wedding gift to consider donating to one o… https://t.co/BOh2wHicgI,0.681,0.219,0.0,0.781,49
248,CNN,Mon Apr 09 14:31:06 +0000 2018,"When it comes to Syria, President Trump can tweet and launch strikes if he wants, but not much else | Analysis by… https://t.co/q5wp5kGq43",-0.19,0.0,0.077,0.923,50
249,CNN,Mon Apr 09 14:21:53 +0000 2018,"RT @cnni: Two of the most wanted fighters from the British ISIS cell called ""the Beatles"" spoke with @npwcnn from inside the detention faci…",-0.455,0.0,0.153,0.847,51
250,CNN,Mon Apr 09 14:20:03 +0000 2018,"As images of Syrian children gasping and convulsing spread around the world, President Trump and other internationa… https://t.co/QFqM3UzVxs",0.0,0.0,0.0,1.0,52
251,CNN,Mon Apr 09 14:04:35 +0000 2018,Life coach Tony Robbins apologized for his comments about the #MeToo movement after suggesting during a March event… https://t.co/U0Ln3fjW8v,0.318,0.119,0.0,0.881,53
252,CNN,Mon Apr 09 13:52:05 +0000 2018,From political refugee to CEO: How Geisha Williams made history by becoming the first Latina CEO of a Fortune 500 C… https://t.co/v9AAlj9mmM,0.0,0.0,0.0,1.0,54
253,CNN,Mon Apr 09 13:40:21 +0000 2018,Defense Secretary James Mattis on the possibility of launching airstrikes against Syrian President Bashar al-Assad'… https://t.co/4Oi2LTEfJ4,0.128,0.091,0.0,0.909,55
254,CNN,Mon Apr 09 13:29:17 +0000 2018,"""Black Panther"" passes ""Titanic"" at the box office on the all-time list of highest grossing films… https://t.co/Lf9lIVteVA",-0.077,0.0,0.075,0.925,56
255,CNN,Mon Apr 09 13:20:01 +0000 2018,Attorney General Jeff Sessions just made the opioid war harder to win | via @CNNopinion https://t.co/eO2ZYGLkm8 https://t.co/5ZmHgOzoz7,-0.026,0.175,0.18,0.645,57
256,CNN,Mon Apr 09 13:12:03 +0000 2018,"A disaster was narrowly averted in eastern India after a runaway train carrying up to 1,000 passengers rolled with… https://t.co/lGO0pA0YRX",-0.66,0.0,0.252,0.748,58
257,CNN,Mon Apr 09 13:05:54 +0000 2018,"Syria and it most powerful ally, Russia, blamed Israel for striking an airbase in the war-torn country on Monday, f… https://t.co/dU3bFRhJlV",-0.002,0.123,0.123,0.754,59
258,CNN,Mon Apr 09 13:00:15 +0000 2018,Stormy Daniels' legal team plans to release a composite sketch of the man the porn star says threatened her in 2011… https://t.co/Rbmaf5sW4J,-0.361,0.064,0.128,0.809,60
259,CNN,Mon Apr 09 12:49:37 +0000 2018,"Florida Republican Gov. Rick Scott says he's running for the US Senate, setting up a serious challenge to the state… https://t.co/9oHrPWsZw6",0.0,0.063,0.063,0.874,61
260,CNN,Mon Apr 09 12:45:10 +0000 2018,Beyond Tokyo: 8 of Japan's best foodie destinations https://t.co/0vjI9pVzDK via @CNNTravel https://t.co/MPo2WPjbfX,0.637,0.296,0.0,0.704,62
261,CNN,Mon Apr 09 12:38:55 +0000 2018,Pope Francis says helping the poor and migrants is as important as opposing abortion https://t.co/XHbOXLchua https://t.co/XXBefmOdcn,-0.026,0.199,0.154,0.647,63
262,CNN,Mon Apr 09 12:37:05 +0000 2018,Russia's Defense Ministry has claimed that Israel was behind a series of strikes on an airbase in central Syria on… https://t.co/IrPIXbxHUd,-0.25,0.068,0.114,0.818,64
263,CNN,Mon Apr 09 12:30:11 +0000 2018,"Donald Trump always strives to command center stage, but the US President is now embroiled in so many escalating gl… https://t.co/2yZT9mnSSF",0.0,0.0,0.0,1.0,65
264,CNN,Mon Apr 09 12:26:02 +0000 2018,"Deutsche Bank, Germany's biggest lender, is getting rid of its CEO after years of heavy losses.… https://t.co/O1UvpLNxyz",0.0,0.0,0.0,1.0,66
265,CNN,Mon Apr 09 12:19:04 +0000 2018,4 questions Congress must ask Facebook CEO Mark Zuckerberg https://t.co/5PaplSDYRt https://t.co/TPsfQPpUKu,0.0,0.0,0.0,1.0,67
266,CNN,Mon Apr 09 12:16:02 +0000 2018,"Two of the most wanted fighters from the British ISIS cell known as ""the Beatles"" have called some of the group's a… https://t.co/ErTHLwtmHe",-0.123,0.0,0.063,0.937,68
267,CNN,Mon Apr 09 12:12:37 +0000 2018,"Facebook CEO Mark Zuckerberg is on Capitol Hill today to meet with lawmakers, including members of committees holdi… https://t.co/TEjSDM8O0O",0.0,0.0,0.0,1.0,69
268,CNN,Mon Apr 09 12:12:02 +0000 2018,"New York Times top editor on journalism's ""biggest crisis"" https://t.co/YZqAM2JZ2X https://t.co/aGlBwRjZrc",-0.511,0.121,0.275,0.604,70
269,CNN,Mon Apr 09 12:04:23 +0000 2018,What cities and states are doing about guns since the Parkland shooting https://t.co/x2gNmQqcvg https://t.co/q70mtKVUqn,0.0,0.0,0.0,1.0,71
270,CNN,Mon Apr 09 12:03:04 +0000 2018,Designing for hedonists: The evolution of nightclub interiors https://t.co/PJKGBCwL2b via @CNNStyle https://t.co/osJPpj5Jlo,0.0,0.0,0.0,1.0,72
271,CNN,Mon Apr 09 11:59:06 +0000 2018,"A disaster was narrowly averted in eastern India on Saturday after a runaway train carrying up to 1,000 passengers… https://t.co/VGZeMMBqZ9",-0.66,0.0,0.252,0.748,73
272,CNN,Mon Apr 09 11:56:02 +0000 2018,"How President Trump might counter ""Animal Assad"" https://t.co/1UCL0ugNRt | via @CNNOpinion https://t.co/6Vxl00eqbc",0.0,0.0,0.0,1.0,74
273,CNN,Mon Apr 09 11:51:07 +0000 2018,16-year-old breaks Commonwealth Games record to win shooting gold for India https://t.co/ckEnqdDG2p https://t.co/Y7CYQy1zrp,0.586,0.241,0.0,0.759,75
